T,t
0.2125996576184801,0.2125986576184801
0.7883687538497456,0.5757690962312655
2.0722541811817052,1.2838854273319595
2.3563380575754946,0.2840838763937894
5.0149122200350496,2.658574162459555
6.058014502392397,1.0431022823573475
6.4513896520618905,0.3933751496694935
6.960203034352062,0.508813382290171
7.999987703823668,1.0397846694716062
8.349405342389504,0.3494176385658374
8.401797137081322,0.052391794691818205
9.786099889731037,1.384302752649715
10.164104841877684,0.37800495214664664
10.414836629262359,0.25073178738467483
11.59704716984557,1.1822105405832115
12.769384055922883,1.1723368860773125
13.69440839219771,0.9250243362748272
13.879600665333953,0.1851922731362432
14.23262295764235,0.3530222923083972
14.268953376081525,0.036330418439174395
14.291228126878995,0.022274750797469878
14.630522658760325,0.33929453188133074
14.65045153320659,0.0199288744462649
14.797310126208675,0.1468585930020847
14.840514886191619,0.043204759982943486
15.107034353630945,0.266519467439327
18.108989374746134,3.0019550211151866
18.59567814322274,0.4866887684766077
18.917810889857083,0.32213274663434177
19.27770798325079,0.35989709339370535
19.353579900564092,0.07587191731330378
19.978184759175093,0.6246048586110007
20.33984728865091,0.3616625294758151
20.48163509227846,0.14178780362755106
20.735217574452278,0.25358248217381885
20.73810888566861,0.002891311216330905
20.94996298573692,0.21185410006831162
21.91938532970679,0.969422343969871
22.60375525041447,0.6843699207076774
23.408075438609853,0.8043201881953834
24.0317767247093,0.6237012860994469
24.133589350072192,0.10181262536289282
24.50611327862775,0.3725239285555588
24.843480130098545,0.3373668514707937
25.234380285036735,0.3909001549381905
25.264612241844617,0.030231956807881488
25.862347424179276,0.5977351823346595
26.677894885796373,0.815547461617097
28.64661857441376,1.9687236886173878
28.668161965097237,0.021543390683476105
28.73106368524605,0.06290172014881179
28.901784448060976,0.17072076281492699
29.161593370127232,0.25980892206625583
30.093519315677547,0.931925945550315
30.34310073650675,0.24958142082920176
31.546573278521397,1.203472542014648
32.38192045295505,0.8353471744336574
33.365671613911736,0.983751160956686
33.598037370739675,0.2323657568279387
33.83064750060197,0.23261012986229446
33.870108204643344,0.039460704041374584
34.03321832807579,0.16311012343244613
34.81369272141335,0.7804743933375562
34.91748536861953,0.10379264720618409
37.29572618598938,2.37824081736985
37.56872613925698,0.2729999532676004
37.57436705911994,0.005640919862962335
39.28019559221973,1.7058285330997833
39.342080967768524,0.06188537554879758
40.029330740789135,0.6872497730206106
40.519633255974405,0.49030251518527024
42.69627412995273,2.1766408739783216
42.91651850437291,0.22024437442018296
43.82435550632871,0.907837001955798
44.79308750546801,0.9687319991393011
45.54030437789231,0.7472168724243033
45.69320405676602,0.15289967887370892
51.03357825615161,5.340374199385586
51.70101338280142,0.6674351266498135
54.09427198396984,2.3932586011684194
54.41909336344815,0.32482137947830836
54.5860117318375,0.1669183683893536
54.84578846063496,0.25977672879745484
55.674126609095644,0.8283381484606878
56.30854616785291,0.6344195587572656
57.50143856432675,1.1928923964738374
57.92224879399754,0.42081022967079207
58.211866407741276,0.2896176137437365
58.583620621720996,0.3717542139797203
59.160334562779795,0.5767139410587987
59.2724348405044,0.11210027772460762
59.339010823284205,0.0665759827798027
59.72191427428409,0.38290345099988343
63.44666454659796,3.7247502723138695
64.46649471571128,1.0198301691133196
64.4981058741929,0.0316111584816241
64.67834728415444,0.18024140996153903
64.7221756932259,0.04382840907146601
65.01588746937507,0.2937117761491663
65.46945140111355,0.4535639317384721
65.77226624042729,0.30281483931374
66.09728692752766,0.3250206871003769
66.3278005937583,0.2305136662306353
67.7799336426446,1.4521330488862958
68.06775681519038,0.28782317254578516
68.21090133139231,0.1431445162019287
68.24755514526245,0.03665381387014577
69.04349099068553,0.7959358454230738
69.29969651107317,0.25620552038763833
70.45929881116476,1.159602300091592
70.46067502620049,0.0013762150357337077
70.53160721145694,0.07093218525645284
70.57665310998325,0.045045898526311134
70.59750751049684,0.020854400513584892
70.60436675612716,0.006859245630323585
70.69897958682131,0.09461283069414606
70.91684793302097,0.21786834619966555
71.1702737659934,0.25342583297242527
71.23853539678201,0.06826163078861214
71.52742747884024,0.2888920820582257
71.86931517615345,0.34188769731321145
71.97357696661483,0.10426179046137918
72.63951212049393,0.6659351538791043
73.16294255018485,0.5234304296909187
74.08244944712203,0.9195068969371789
74.30438595819639,0.22193651107436096
74.54627825128921,0.24189229309281757
74.93619883640619,0.38992058511698247
76.35851644803842,1.4223176116322236
76.40685963688651,0.04834318884809363
76.42704939205841,0.020189755171898582
76.7447914301386,0.31774203808019763
77.10337476279263,0.3585833326540211
78.02240487109006,0.9190301082974344
79.3194489405907,1.297044069500643
79.50699655765898,0.18754761706827594
81.38407115743748,1.8770745997784957
82.02501503368873,0.6409438762512565
82.66125160479166,0.636236571102927
82.87256578571696,0.2113141809252994
83.1758673922749,0.3033016065579375
83.56197780768555,0.3861104154106556
83.65606223462171,0.09408442693616337
85.67607350771118,2.020011273089466
86.52795540822451,0.8518819005133338
86.57671936009795,0.04876395187343974
86.66549349014706,0.08877413004910295
86.99844642007658,0.33295292992951886
87.99951620822347,1.0010697881468928
89.14874579800221,1.1492295897787415
89.92565503664036,0.7769092386381544
91.34867270976721,1.42301767312685
92.42370272088905,1.0750300111218394
92.46619774992288,0.04249502903383018
92.49403327119336,0.027835521270475283
92.7602174148002,0.26618414360683573
95.52255324735607,2.762335832555877
97.11278454878052,1.5902313014244527
99.41934910875737,2.3065645599768487
100.61676181136626,1.1974127026088865
